2.29038e-17,-0.319048,1.69359
2.29038e-17,-0.319048,1.69359
-0.011314,-0.319461,1.69471
-0.0207735,-0.319461,1.69503
-0.0305589,-0.319422,1.69453
-0.0410975,-0.319449,1.69459
-0.052036,-0.3195,1.69514
-0.0626541,-0.319453,1.69474
-0.0731032,-0.319446,1.69477
-0.0838678,-0.319475,1.69491
-0.0940824,-0.31945,1.69475
-0.104312,-0.319413,1.69448
-0.114575,-0.319468,1.69509
-0.125363,-0.319458,1.69466
-0.136149,-0.319419,1.69457
-0.146391,-0.319386,1.69461
-0.156711,-0.319423,1.69464
-0.167336,-0.319461,1.69474
-0.178266,-0.319489,1.69512
-0.188558,-0.319419,1.69468
-0.19904,-0.319382,1.69449
-0.209336,-0.319406,1.69464
-0.219772,-0.319428,1.69467
-0.230431,-0.319447,1.69485
-0.241238,-0.319442,1.69493
-0.251556,-0.319443,1.69481
-0.26192,-0.31939,1.69456
-0.272566,-0.31943,1.69487
-0.283129,-0.319379,1.69449
-0.293601,-0.31942,1.69479
-0.304023,-0.319372,1.69442
-0.314447,-0.319389,1.69459
-0.324947,-0.319388,1.69456
-0.335592,-0.319411,1.6947
-0.343124,-0.319238,1.69343
-0.342265,-0.318969,1.69456
-0.339805,-0.319084,1.69485
-0.338264,-0.318984,1.69376
-0.337243,-0.318997,1.6935
-0.335553,-0.319004,1.69282
-0.334685,-0.319045,1.69277
-0.333444,-0.318883,1.69143
-0.331909,-0.319046,1.69172
-0.33058,-0.318928,1.69055
-0.329402,-0.319041,1.69053
-0.328034,-0.318929,1.68932
-0.326713,-0.319124,1.68966
-0.32596,-0.318934,1.68801
-0.324872,-0.318979,1.68759
-0.323055,-0.31907,1.68705
-0.322141,-0.319023,1.68597
-0.321389,-0.318991,1.68519
-0.320013,-0.319059,1.68453
-0.318818,-0.318966,1.68293
-0.318221,-0.319025,1.68265
-0.316999,-0.318986,1.68137
-0.315868,-0.319025,1.68061
-0.314892,-0.318997,1.67916
-0.314176,-0.31903,1.67842
-0.313339,-0.318997,1.67726
-0.312272,-0.319071,1.67629
-0.312119,-0.318916,1.67471
-0.310649,-0.319068,1.67376
-0.310296,-0.318959,1.67251
-0.309398,-0.319063,1.67159
-0.30944,-0.31892,1.67021
-0.308176,-0.31898,1.66875
-0.306764,-0.319151,1.66763
-0.297823,-0.31918,1.67215
-0.286822,-0.319459,1.67655
-0.275823,-0.319438,1.68181
-0.265143,-0.319418,1.68571
-0.254729,-0.319419,1.69073
-0.243957,-0.319515,1.6947
-0.233544,-0.319429,1.69967
-0.222882,-0.319528,1.7044
-0.212399,-0.319444,1.7091
-0.201805,-0.319502,1.71325
-0.191056,-0.319495,1.71809
-0.180954,-0.319452,1.72231
-0.170165,-0.319468,1.72613
-0.159752,-0.319491,1.73141
-0.149063,-0.319534,1.73579
-0.138852,-0.319414,1.74022
-0.129038,-0.319394,1.74479
-0.118156,-0.319397,1.7484
-0.107264,-0.319492,1.7534
-0.0966608,-0.319452,1.75822
-0.0864868,-0.319434,1.76289
-0.0759733,-0.319366,1.76633
-0.0663104,-0.319345,1.77187
-0.0556174,-0.319332,1.77489
-0.0454699,-0.319324,1.78023
-0.0340013,-0.319402,1.78405
-0.0238557,-0.319264,1.78921
-0.0142659,-0.319306,1.7942
-0.00315037,-0.319221,1.79644
0.0070221,-0.319321,1.80272
0.0182994,-0.319326,1.80627
0.0280681,-0.31931,1.81185
0.0384979,-0.319214,1.81468
0.0422748,-0.319323,1.81764
0.0417216,-0.319172,1.81786
0.0416294,-0.319121,1.81766
0.0413075,-0.319068,1.81746
0.0413765,-0.319072,1.81734
0.0413079,-0.319045,1.81719
0.041366,-0.319044,1.8172
0.0413277,-0.319042,1.8171
0.0414451,-0.319045,1.8171
0.0413293,-0.319021,1.81699
0.0416915,-0.319093,1.81721
0.041306,-0.319026,1.81706
0.041545,-0.319071,1.81714
0.04137,-0.319021,1.81697
0.0414952,-0.319049,1.81715
0.041435,-0.31903,1.81724
0.0413915,-0.319039,1.81726
0.0413577,-0.319052,1.8173
0.0412725,-0.319036,1.81723
0.0414509,-0.31907,1.81725
0.041264,-0.319033,1.81735
0.0414076,-0.319077,1.81738
0.0413635,-0.319054,1.8172
0.0414998,-0.319059,1.81715
0.0413058,-0.319041,1.81712
0.0414646,-0.319073,1.81719
0.041384,-0.319028,1.81695
0.0414736,-0.319045,1.81715
0.0413935,-0.319031,1.81701
0.0414645,-0.319046,1.81719
0.0412506,-0.319014,1.81731
0.0414942,-0.319075,1.81737
0.0413139,-0.319035,1.81715
0.0387829,-0.319247,1.81737
0.0286328,-0.31896,1.8151
0.0178048,-0.319156,1.81552
0.00812962,-0.318921,1.8134
-0.00139407,-0.319125,1.81246
-0.0119492,-0.319094,1.80958
-0.0215065,-0.319145,1.80988
-0.0316382,-0.318972,1.8075
-0.0412469,-0.319283,1.80677
-0.0523554,-0.319094,1.80414
-0.0634477,-0.319048,1.80298
-0.0744721,-0.319017,1.8031
-0.0839092,-0.319029,1.80031
-0.0942222,-0.318998,1.79948
-0.104836,-0.319079,1.79882
-0.115033,-0.319164,1.79718
-0.125176,-0.319229,1.7944
-0.136462,-0.319197,1.79313
-0.147922,-0.3191,1.79222
-0.158491,-0.319068,1.79204
-0.16889,-0.319131,1.79004
-0.179248,-0.319204,1.78942
-0.189935,-0.319186,1.78758
-0.201177,-0.319164,1.78653
-0.212744,-0.319153,1.78466
-0.223552,-0.319053,1.78433
-0.233519,-0.319327,1.78096
-0.245131,-0.319207,1.77946
-0.2555,-0.319215,1.77858
-0.266584,-0.319023,1.77821
-0.277371,-0.319249,1.77655
-0.287504,-0.317643,1.78148
-0.298809,-0.315403,1.7729
