2.29038e-17,-0.319048,1.69359
2.29038e-17,-0.319048,1.69359
-0.00305868,-0.319043,1.69348
-0.0067718,-0.319232,1.69416
-0.0105981,-0.319196,1.69405
-0.0137691,-0.319181,1.69425
-0.0171981,-0.319209,1.69408
-0.0208501,-0.319232,1.69427
-0.0243938,-0.319208,1.6941
-0.0277199,-0.31923,1.69429
-0.0315601,-0.319202,1.69417
-0.0346666,-0.319201,1.69421
-0.0383075,-0.319225,1.6942
-0.0419662,-0.319199,1.69404
-0.0452855,-0.319217,1.69416
-0.049062,-0.319217,1.69426
-0.0522273,-0.319197,1.69413
-0.0558814,-0.319222,1.69412
-0.0596427,-0.319183,1.69396
-0.0627397,-0.319179,1.69418
-0.0662691,-0.31921,1.6941
-0.0700926,-0.31921,1.69408
-0.0733722,-0.319166,1.69415
-0.0767979,-0.319196,1.694
-0.0801462,-0.319233,1.69433
-0.0838829,-0.319211,1.69412
-0.0873464,-0.319211,1.69422
-0.0907974,-0.319224,1.69407
-0.0943017,-0.319195,1.69414
-0.0978502,-0.319224,1.6942
-0.101369,-0.319197,1.69411
-0.104692,-0.319224,1.69418
-0.108387,-0.319235,1.6942
-0.111808,-0.319174,1.69402
-0.115372,-0.319215,1.69409
-0.118965,-0.319214,1.69414
-0.122373,-0.319179,1.69411
-0.125841,-0.319205,1.69403
-0.129294,-0.319228,1.69434
-0.132976,-0.31921,1.6941
-0.136293,-0.319197,1.69428
-0.139743,-0.319225,1.69415
-0.143445,-0.319209,1.69419
-0.146785,-0.31921,1.69412
-0.150285,-0.319235,1.69431
-0.153869,-0.319184,1.69396
-0.157356,-0.319202,1.69427
-0.160928,-0.319228,1.6942
-0.16446,-0.319174,1.694
-0.167744,-0.319215,1.69418
-0.171398,-0.319227,1.69412
-0.174884,-0.31917,1.69405
-0.178039,-0.319223,1.69429
-0.181809,-0.319232,1.69417
-0.185491,-0.31919,1.69413
-0.18871,-0.31922,1.69422
-0.192411,-0.319232,1.69415
-0.195845,-0.319192,1.69424
-0.199247,-0.319223,1.69419
-0.203034,-0.319202,1.69411
-0.206325,-0.319194,1.69426
-0.209816,-0.319223,1.6941
-0.213404,-0.319216,1.69427
-0.217014,-0.319204,1.69411
-0.220268,-0.319181,1.69409
-0.22386,-0.319208,1.69404
-0.227332,-0.319217,1.69431
-0.230849,-0.319199,1.69407
-0.234332,-0.319225,1.69431
-0.237964,-0.319195,1.69403
-0.241183,-0.31921,1.69428
-0.244872,-0.319219,1.6941
-0.248477,-0.319202,1.6942
-0.251779,-0.319217,1.69415
-0.255568,-0.319212,1.69417
-0.258864,-0.319177,1.69412
-0.262446,-0.319201,1.69405
-0.265722,-0.319175,1.6941
-0.269306,-0.319217,1.69418
-0.273153,-0.319216,1.69417
-0.276281,-0.319122,1.69393
-0.27967,-0.319213,1.69419
-0.283465,-0.319225,1.69418
-0.286824,-0.31921,1.69425
-0.290341,-0.319192,1.69401
-0.29382,-0.319216,1.69421
-0.297496,-0.319185,1.69397
-0.300679,-0.319194,1.69431
-0.30434,-0.319226,1.69417
-0.308054,-0.319213,1.69409
-0.311271,-0.319154,1.69411
-0.314667,-0.319203,1.69406
-0.318475,-0.319229,1.69419
-0.321958,-0.319168,1.6939
-0.32516,-0.319214,1.69435
-0.328726,-0.319244,1.69428
-0.332578,-0.319214,1.69418
-0.335869,-0.319147,1.69405
-0.339315,-0.319196,1.69406
-0.342672,-0.319216,1.69421
-0.346463,-0.319213,1.69417
-0.349739,-0.319192,1.69426
-0.348914,-0.318988,1.69353
-0.348583,-0.31892,1.6934
-0.347938,-0.318958,1.69363
-0.347638,-0.318943,1.69359
-0.347135,-0.318904,1.69338
-0.346763,-0.318967,1.69354
-0.346238,-0.31895,1.69357
-0.345892,-0.318933,1.6934
-0.345376,-0.318944,1.69341
-0.344885,-0.318953,1.69342
-0.344633,-0.318952,1.69337
-0.344132,-0.318902,1.69309
-0.343695,-0.318951,1.69326
-0.343053,-0.318927,1.69304
-0.342809,-0.318917,1.69289
-0.342289,-0.318955,1.69307
-0.341932,-0.318913,1.69273
-0.341454,-0.318949,1.69284
-0.341043,-0.318944,1.69277
-0.340503,-0.318955,1.69266
-0.340162,-0.318923,1.69238
-0.339632,-0.318961,1.69253
-0.339249,-0.318947,1.6923
-0.338891,-0.318956,1.69237
-0.338411,-0.318902,1.69193
-0.33808,-0.318939,1.69194
-0.337495,-0.31894,1.69192
-0.337103,-0.318931,1.69165
-0.336602,-0.318957,1.69164
-0.336211,-0.318954,1.69151
-0.335827,-0.318958,1.69146
-0.335339,-0.318911,1.69105
-0.335064,-0.318936,1.691
-0.334525,-0.318926,1.69081
-0.334219,-0.318925,1.69062
-0.333583,-0.318973,1.69066
-0.333398,-0.318914,1.6903
-0.332981,-0.318942,1.69024
-0.332484,-0.318927,1.68999
-0.332063,-0.318937,1.68988
-0.331674,-0.318926,1.68959
-0.331225,-0.31895,1.68953
-0.330893,-0.318959,1.68943
-0.330528,-0.318896,1.68904
-0.330092,-0.318951,1.68899
-0.329627,-0.31891,1.6886
-0.329372,-0.318928,1.68839
-0.328783,-0.318941,1.68828
-0.328418,-0.318952,1.68823
-0.328212,-0.318922,1.68784
-0.327582,-0.318938,1.68755
-0.327385,-0.318949,1.68759
-0.326868,-0.318935,1.68718
-0.32672,-0.318942,1.6871
-0.326106,-0.318928,1.68671
-0.325848,-0.318956,1.68654
-0.325434,-0.318928,1.68631
-0.325205,-0.318933,1.68604
-0.324565,-0.318933,1.68569
-0.324501,-0.318927,1.68544
-0.323701,-0.318955,1.68524
-0.323785,-0.31891,1.68484
-0.323141,-0.318959,1.68474
-0.322738,-0.318934,1.68437
-0.322728,-0.318919,1.68399
-0.321978,-0.318953,1.68384
-0.321809,-0.318956,1.6838
-0.321422,-0.318907,1.68307
-0.321191,-0.318945,1.68303
-0.320686,-0.318929,1.68266
-0.320649,-0.318924,1.6824
-0.319901,-0.31896,1.68219
-0.319901,-0.318941,1.68189
-0.319329,-0.318937,1.6815
-0.319334,-0.31892,1.68111
-0.3187,-0.318955,1.681
-0.318444,-0.31895,1.68066
-0.318197,-0.31893,1.6803
-0.317832,-0.318958,1.68008
-0.317508,-0.318953,1.67979
-0.317433,-0.318901,1.67928
-0.316889,-0.318952,1.67896
-0.316642,-0.318942,1.67877
-0.316462,-0.318905,1.67821
-0.316145,-0.318944,1.67796
-0.315681,-0.318944,1.67761
-0.315437,-0.318957,1.67732
-0.315228,-0.318933,1.67712
-0.315,-0.318932,1.67648
-0.314749,-0.318944,1.67625
-0.314245,-0.318954,1.67596
-0.314236,-0.318933,1.6756
-0.313809,-0.318932,1.67508
-0.313737,-0.318939,1.67489
-0.31325,-0.318946,1.67439
-0.313232,-0.318932,1.67414
-0.312613,-0.318958,1.67367
-0.31279,-0.318936,1.67341
-0.312151,-0.318957,1.67281
-0.312225,-0.318925,1.67253
-0.307974,-0.319055,1.67383
-0.304738,-0.319087,1.67614
-0.302013,-0.318949,1.67732
-0.298017,-0.318975,1.67833
-0.29421,-0.319071,1.68052
-0.291189,-0.319004,1.68188
-0.287737,-0.318996,1.68342
-0.283936,-0.319018,1.68516
-0.280724,-0.318984,1.68664
-0.277252,-0.318974,1.68779
-0.273552,-0.319031,1.68986
-0.270418,-0.318951,1.69098
-0.266667,-0.319,1.69251
-0.263014,-0.319022,1.69418
-0.259681,-0.318991,1.69563
-0.25594,-0.319006,1.69686
-0.252413,-0.319041,1.69871
-0.249217,-0.31896,1.69971
-0.245396,-0.319022,1.70152
-0.24209,-0.31899,1.703
-0.238433,-0.318991,1.70429
-0.234893,-0.319035,1.7062
-0.231668,-0.318957,1.70707
-0.227889,-0.319025,1.70902
-0.224673,-0.318984,1.71061
-0.220959,-0.318993,1.71175
-0.21739,-0.319038,1.71366
-0.214233,-0.318961,1.71472
-0.210436,-0.319006,1.71638
-0.20696,-0.319016,1.71808
-0.203675,-0.318962,1.71936
-0.200042,-0.318994,1.72094
-0.196577,-0.31899,1.72243
-0.192966,-0.319004,1.72398
-0.189607,-0.318975,1.72553
-0.186034,-0.318973,1.72665
-0.182094,-0.319082,1.72868
-0.179273,-0.318998,1.73008
-0.175661,-0.318987,1.73123
-0.172086,-0.319017,1.73322
-0.168521,-0.31898,1.73436
-0.164935,-0.318996,1.73588
-0.161556,-0.318977,1.73744
-0.157899,-0.318978,1.73867
-0.154265,-0.319031,1.7404
-0.151077,-0.318978,1.74182
-0.147478,-0.318993,1.74324
-0.143991,-0.318994,1.74507
-0.140418,-0.318985,1.74632
-0.136819,-0.319026,1.74808
-0.13349,-0.318976,1.74925
-0.130045,-0.31899,1.75087
-0.126438,-0.318993,1.75235
-0.122858,-0.319005,1.75394
-0.119323,-0.318999,1.75521
-0.115792,-0.319023,1.75704
